name,link,score,location,date,state,city,address,map links,views,likes,cLink,cust_Score,num_Revs
Macchina,https://onebite.app/restaurant/macchina-new-york-ny-25ec4571/review/3a5024bc-3cad-4bce-9e5f-21dd5c3288d6,7.6,"New York, NY",2018-12-17 23:00:00.000000,NY,New York,"365 3rd Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Macchina%2C%2B365%2B3rd%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10016,19007,1031,https://onebite.app/restaurant/macchina-new-york-ny-25ec4571,7.9,10.0
Brooklyn's Homeslice Pizzeri...,https://onebite.app/restaurant/brooklyns-homeslice-pizzeria-brooklyn-ny-ea5a07df/review/23b4fabd-5922-4022-81e3-897499670431,7.4,"Brooklyn, NY",2018-12-14 23:00:00.000000,NY,Brooklyn,"567 Vanderbilt Ave, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=Brooklyn's%2BHomeslice%2BPizzeria%2C%2B567%2BVanderbilt%2BAve%2C%2BBrooklyn%2C%2BNY%2C%2B11238,19900,1042,https://onebite.app/restaurant/brooklyns-homeslice-pizzeria-brooklyn-ny-ea5a07df,7.6,26.0
Da Nonna Rosa,https://onebite.app/restaurant/da-nonna-rosa-brooklyn-ny-11b04516/review/a98243fa-c769-43ec-842d-7088f28c308d,7.5,"Brooklyn, NY",2018-12-13 23:00:00.000000,NY,Brooklyn,"140 7th Ave, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=Da%2BNonna%2BRosa%2C%2B140%2B7th%2BAve%2C%2BBrooklyn%2C%2BNY%2C%2B11215,21126,1227,https://onebite.app/restaurant/da-nonna-rosa-brooklyn-ny-11b04516,6.6,18.0
Marta,https://onebite.app/restaurant/marta-new-york-ny-ca8e4020/review/76cf743b-60b0-4c6e-b06f-25845bd1816a,7.1,"New York, NY",2018-12-12 23:00:00.000000,NY,New York,"29 E 29th St, New York, NY",https://google.com/maps/dir/?api=1&destination=Marta%2C%2B29%2BE%2B29th%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10016,19305,1314,https://onebite.app/restaurant/marta-new-york-ny-ca8e4020,7.8,15.0
Mario's Classic Pizza,https://onebite.app/restaurant/marios-classic-pizza-hoboken-nj-fb79d421/review/3f4c62a5-dff2-4da9-a2ef-71177afd18fa,7.2,"Hoboken, NJ",2018-12-11 23:00:00.000000,NJ,Hoboken,"742 Garden St, Hoboken, NJ",https://google.com/maps/dir/?api=1&destination=Mario's%2BClassic%2BPizza%2C%2B742%2BGarden%2BSt%2C%2BHoboken%2C%2BNJ%2C%2B07030,17997,931,https://onebite.app/restaurant/marios-classic-pizza-hoboken-nj-fb79d421,7.5,25.0
La Rossa,https://onebite.app/restaurant/la-rossa-new-york-ny-44dfedf4/review/9c4381cc-5242-4db5-ae84-cb0605e50633,4.8,"New York, NY",2018-12-10 23:00:00.000000,NY,New York,"267 Lafayette St, New York, NY",https://google.com/maps/dir/?api=1&destination=La%2BRossa%2C%2B267%2BLafayette%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10012,18635,1141,https://onebite.app/restaurant/la-rossa-new-york-ny-44dfedf4,6.7,5.0
BAR,https://onebite.app/restaurant/bar-new-haven-ct-28fe49e1/review/9bec0aa5-954a-435f-8c53-86770e84f572,7.4,"New Haven, CT",2018-12-06 23:00:00.000000,CT,New Haven,"254 Crown St, New Haven, CT",https://google.com/maps/dir/?api=1&destination=BAR%2C%2B254%2BCrown%2BSt%2C%2BNew%2BHaven%2C%2BCT%2C%2B06511,39352,1980,https://onebite.app/restaurant/bar-new-haven-ct-28fe49e1,7.9,158.0
Sally's Apizza,https://onebite.app/restaurant/sallys-apizza-new-haven-ct-3b6dab16/review/fa98fe69-9473-4787-8e7b-cbf80a243b3a,9.2,"New Haven, CT",2018-12-05 23:00:00.000000,CT,New Haven,"237 Wooster St, New Haven, CT",https://google.com/maps/dir/?api=1&destination=Sally's%2BApizza%2C%2B237%2BWooster%2BSt%2C%2BNew%2BHaven%2C%2BCT%2C%2B06511,91420,2887,https://onebite.app/restaurant/sallys-apizza-new-haven-ct-3b6dab16,8.8,793.0
Frank Pepe Pizzeria Napoleta...,https://onebite.app/restaurant/frank-pepe-pizzeria-napoletana-new-haven-ct-f6be6139/review/2fd0f89f-5784-4325-868a-c03c6d7da487,8.5,"New Haven, CT",2018-12-04 23:00:00.000000,CT,New Haven,"157 Wooster St, New Haven, CT",https://google.com/maps/dir/?api=1&destination=Frank%2BPepe%2BPizzeria%2BNapoletana%2C%2B157%2BWooster%2BSt%2C%2BNew%2BHaven%2C%2BCT%2C%2B06511,85514,6915,https://onebite.app/restaurant/frank-pepe-pizzeria-napoletana-new-haven-ct-f6be6139,8.5,642.0
Modern Apizza,https://onebite.app/restaurant/modern-apizza-new-haven-ct-762d496a/review/c9c149e6-e412-4206-86ae-011d457cf250,8.8,"New Haven, CT",2018-12-03 23:00:00.000000,CT,New Haven,"874 State St, New Haven, CT",https://google.com/maps/dir/?api=1&destination=Modern%2BApizza%2C%2B874%2BState%2BSt%2C%2BNew%2BHaven%2C%2BCT%2C%2B06511,45949,2357,https://onebite.app/restaurant/modern-apizza-new-haven-ct-762d496a,8.6,533.0
Tony Boloney's - Hoboken,https://onebite.app/restaurant/tony-boloneys-hoboken-hoboken-nj-7f42d23f/review/18ba7dde-8e2d-4ac7-9f78-dc817dacd2b6,6.8,"Hoboken, NJ",2018-11-30 23:00:00.000000,NJ,Hoboken,"263 1st St, Hoboken, NJ",https://google.com/maps/dir/?api=1&destination=Tony%2BBoloney's%2B-%2BHoboken%2C%2B263%2B1st%2BSt%2C%2BHoboken%2C%2BNJ%2C%2B07030,18519,1041,https://onebite.app/restaurant/tony-boloneys-hoboken-hoboken-nj-7f42d23f,7.2,32.0
Serafina Broadway,https://onebite.app/restaurant/serafina-broadway-new-york-ny-d7b420c1/review/4bb5c318-352a-466b-9c5a-b696b976d6ab,7.3,"New York, NY",2018-11-29 23:00:00.000000,NY,New York,"210 W 55th St, New York, NY",https://google.com/maps/dir/?api=1&destination=Serafina%2BBroadway%2C%2B210%2BW%2B55th%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10019,19702,1203,https://onebite.app/restaurant/serafina-broadway-new-york-ny-d7b420c1,8.1,9.0
Loring Place,https://onebite.app/restaurant/loring-place-new-york-ny-88b767d4/review/98458804-b26f-40e3-acbb-8ed53495071e,6.2,"New York, NY",2018-11-28 23:00:00.000000,NY,New York,"21 W 8th St, New York, NY",https://google.com/maps/dir/?api=1&destination=Loring%2BPlace%2C%2B21%2BW%2B8th%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10011,14751,856,https://onebite.app/restaurant/loring-place-new-york-ny-88b767d4,6.6,3.0
GoreMade Pizza,https://onebite.app/restaurant/goremade-pizza-columbus-oh-b7e2c120/review/af712f67-0145-417e-8cbb-91a56b4873a1,7.4,"Columbus, OH",2018-11-27 23:00:00.000000,OH,Columbus,"936 N 4th St, Columbus, OH",https://google.com/maps/dir/?api=1&destination=GoreMade%2BPizza%2C%2B936%2BN%2B4th%2BSt%2C%2BColumbus%2C%2BOH%2C%2B43201,20890,853,https://onebite.app/restaurant/goremade-pizza-columbus-oh-b7e2c120,7.6,67.0
Margherita NYC,https://onebite.app/restaurant/margherita-nyc-new-york-ny-837ee7ad/review/ced9ac3a-ec00-4d9b-af4d-49f122a1c46a,7.4,"New York, NY",2018-11-26 22:00:00.000000,NY,New York,"197 Grand St, New York, NY",https://google.com/maps/dir/?api=1&destination=Margherita%2BNYC%2C%2B197%2BGrand%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10013,14795,876,https://onebite.app/restaurant/margherita-nyc-new-york-ny-837ee7ad,7.7,10.0
Eataly Boston,https://onebite.app/restaurant/eataly-boston-boston-ma-11d58ec4/review/8455d8cf-6736-4b99-8337-01affaed3462,6.7,"Boston, MA",2018-11-23 23:00:00.000000,MA,Boston,"800 Boylston St, Boston, MA",https://google.com/maps/dir/?api=1&destination=Eataly%2BBoston%2C%2B800%2BBoylston%2BSt%2C%2BBoston%2C%2BMA%2C%2B02199,15701,1545,https://onebite.app/restaurant/eataly-boston-boston-ma-11d58ec4,7.4,23.0
Palermo's 95th,https://onebite.app/restaurant/palermos-95th-oak-lawn-il-25d9ec63/review/bd16cd2e-bd36-4ddd-9762-07ba101d0a28,6.8,"Oak Lawn, IL",2018-11-21 23:00:00.000000,IL,Oak Lawn,"4849 W 95th St, Oak Lawn, IL",https://google.com/maps/dir/?api=1&destination=Palermo's%2B95th%2C%2B4849%2BW%2B95th%2BSt%2C%2BOak%2BLawn%2C%2BIL%2C%2B60453,15828,957,https://onebite.app/restaurant/palermos-95th-oak-lawn-il-25d9ec63,8.4,37.0
Armand's Pizzeria,https://onebite.app/restaurant/armands-pizzeria-elmwood-park-il-317e1daf/review/125419fe-7469-4435-beec-4ce221ebbfbc,7.1,"Elmwood Park, IL",2018-11-20 23:00:00.000000,IL,Elmwood Park,"7650 W North Ave, Elmwood Park, IL",https://google.com/maps/dir/?api=1&destination=Armand's%2BPizzeria%2C%2B7650%2BW%2BNorth%2BAve%2C%2BElmwood%2BPark%2C%2BIL%2C%2B60707,14167,1103,https://onebite.app/restaurant/armands-pizzeria-elmwood-park-il-317e1daf,7.6,20.0
Geo's Pizza,https://onebite.app/restaurant/geos-pizza-chicago-il-ada3371d/review/fe9d6588-a78b-495f-b578-0741b941a67c,7.1,"Chicago, IL",2018-11-19 23:00:00.000000,IL,Chicago,"2849 N Harlem Ave, Chicago, IL",https://google.com/maps/dir/?api=1&destination=Geo's%2BPizza%2C%2B2849%2BN%2BHarlem%2BAve%2C%2BChicago%2C%2BIL%2C%2B60707,14707,1155,https://onebite.app/restaurant/geos-pizza-chicago-il-ada3371d,7.3,12.0
Basile's Pizza,https://onebite.app/restaurant/basiles-pizza-hoboken-nj-136cca2b/review/fde1092b-5ecd-400d-b786-f106c2c44d08,8.1,"Hoboken, NJ",2018-11-15 23:00:00.000000,NJ,Hoboken,"89 Washington St, Hoboken, NJ",https://google.com/maps/dir/?api=1&destination=Basile's%2BPizza%2C%2B89%2BWashington%2BSt%2C%2BHoboken%2C%2BNJ%2C%2B07030,21083,1855,https://onebite.app/restaurant/basiles-pizza-hoboken-nj-136cca2b,7.7,124.0
Bruno Pizza,https://onebite.app/restaurant/bruno-pizza-new-york-ny-65426209/review/9baa8cb5-48d1-43a6-8908-9bbd04601447,6.8,"New York, NY",2018-11-14 23:00:00.000000,NY,New York,"204 E 13th St, New York, NY",https://google.com/maps/dir/?api=1&destination=Bruno%2BPizza%2C%2B204%2BE%2B13th%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10003,13874,854,https://onebite.app/restaurant/bruno-pizza-new-york-ny-65426209,8.0,2.0
Dona Bella Pizza,https://onebite.app/restaurant/dona-bella-pizza-new-york-ny-b58a0e9f/review/af5c2e2e-68d1-425f-a1b0-2f2d41e76835,7.2,"New York, NY",2018-11-13 23:00:00.000000,NY,New York,"154 Church St, New York, NY",https://google.com/maps/dir/?api=1&destination=Dona%2BBella%2BPizza%2C%2B154%2BChurch%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10007,15002,1291,https://onebite.app/restaurant/dona-bella-pizza-new-york-ny-b58a0e9f,6.8,27.0
Stage Door Pizza,https://onebite.app/restaurant/stage-door-pizza-new-york-ny-55c3e8b6/review/4099b1cf-2a95-4ea5-921a-5dfbc4e4e9cd,7.4,"New York, NY",2018-11-12 23:00:00.000000,NY,New York,"26 Vesey St, New York, NY",https://google.com/maps/dir/?api=1&destination=Stage%2BDoor%2BPizza%2C%2B26%2BVesey%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10007,15584,930,https://onebite.app/restaurant/stage-door-pizza-new-york-ny-55c3e8b6,6.8,48.0
Nicoletta Pizzeria,https://onebite.app/restaurant/nicoletta-pizzeria-new-york-ny-fb00275d/review/cdd824e6-44b6-488c-98c2-c30cd982af46,8.1,"New York, NY",2018-11-09 23:00:00.000000,NY,New York,"160 2nd Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Nicoletta%2BPizzeria%2C%2B160%2B2nd%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10003,14854,1557,https://onebite.app/restaurant/nicoletta-pizzeria-new-york-ny-fb00275d,7.8,8.0
Z Deli Pizzeria,https://onebite.app/restaurant/z-deli-pizzeria-new-york-ny-091958bf/review/faa357eb-f9d8-40d1-b3e9-409271462f5e,3.1,"New York, NY",2018-11-08 23:00:00.000000,NY,New York,"803 8th Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Z%2BDeli%2BPizzeria%2C%2B803%2B8th%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10019,14856,787,https://onebite.app/restaurant/z-deli-pizzeria-new-york-ny-091958bf,3.8,3.0
Da Nico Ristorante,https://onebite.app/restaurant/da-nico-ristorante-new-york-ny-597afa5a/review/5ec0e448-b327-4712-89d2-62ebf8ce02bc,5.8,"New York, NY",2018-11-07 23:00:00.000000,NY,New York,"164 Mulberry St, New York, NY",https://google.com/maps/dir/?api=1&destination=Da%2BNico%2BRistorante%2C%2B164%2BMulberry%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10013,14295,969,https://onebite.app/restaurant/da-nico-ristorante-new-york-ny-597afa5a,6.9,7.0
Pasquale Jones,https://onebite.app/restaurant/pasquale-jones-new-york-ny-2931f6bf/review/f9fe1e4d-c806-46c2-88ce-1a9ef0b5b445,7.3,"New York, NY",2018-11-06 23:00:00.000000,NY,New York,"187 Mulberry St, New York, NY",https://google.com/maps/dir/?api=1&destination=Pasquale%2BJones%2C%2B187%2BMulberry%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10012,14893,926,https://onebite.app/restaurant/pasquale-jones-new-york-ny-2931f6bf,8.0,15.0
Churchill Downs,https://onebite.app/restaurant/churchill-downs-louisville-ky-e4c2fb6d/review/81196c24-6e45-4a96-a351-b796cc978f71,0.2,"Louisville, KY",2018-11-02 22:00:00.000000,KY,Louisville,"700 Central Ave, Louisville, KY",https://google.com/maps/dir/?api=1&destination=Churchill%2BDowns%2C%2B700%2BCentral%2BAve%2C%2BLouisville%2C%2BKY%2C%2B40208,21820,1077,https://onebite.app/restaurant/churchill-downs-louisville-ky-e4c2fb6d,0.9,2.0
10th Avenue Pizza & Cafe,https://onebite.app/restaurant/10th-avenue-pizza-and-cafe-new-york-ny-3f82223b/review/08e3678a-6853-47d8-b9f1-e2c739ed7ba5,6.9,"New York, NY",2018-11-01 22:00:00.000000,NY,New York,"256 10th Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=10th%2BAvenue%2BPizza%2B%26%2BCafe%2C%2B256%2B10th%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10001,14627,869,https://onebite.app/restaurant/10th-avenue-pizza-and-cafe-new-york-ny-3f82223b,5.7,7.0
Jekyll & Hyde,https://onebite.app/restaurant/jekyll-and-hyde-new-york-ny-5645a35a/review/f3381c4d-489b-42f6-a131-cc0a844236db,1.9,"New York, NY",2018-10-31 22:10:00.000000,NY,New York,"91 7th Ave S, New York, NY",https://google.com/maps/dir/?api=1&destination=Jekyll%2B%26%2BHyde%2C%2B91%2B7th%2BAve%2BS%2C%2BNew%2BYork%2C%2BNY%2C%2B10014,18854,996,https://onebite.app/restaurant/jekyll-and-hyde-new-york-ny-5645a35a,1.9,1.0
Joe's Pizza,https://onebite.app/restaurant/joes-pizza-new-york-ny-3a197178/review/39125064-703a-444a-bcc9-597d458cb1a8,8.3,"New York, NY",2018-10-30 22:00:00.000000,NY,New York,"150 E 14th St, New York, NY",https://google.com/maps/dir/?api=1&destination=Joe's%2BPizza%2C%2B150%2BE%2B14th%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10003,20834,2201,https://onebite.app/restaurant/joes-pizza-new-york-ny-3a197178,8.0,184.0
Motorino,https://onebite.app/restaurant/motorino-new-york-ny-29283ee6/review/b04e1194-fa5b-41e2-a187-2f4f17827d9a,7.6,"New York, NY",2018-10-29 22:00:00.000000,NY,New York,"349 E 12th St, New York, NY",https://google.com/maps/dir/?api=1&destination=Motorino%2C%2B349%2BE%2B12th%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10003,13182,1298,https://onebite.app/restaurant/motorino-new-york-ny-29283ee6,8.2,13.0
Biggie's Pizza,https://onebite.app/restaurant/biggies-pizza-jacksonville-beach-fl-e3bae08d/review/d6dd9488-ba2a-4eea-9155-20f9842c3691,5.1,"Jacksonville Beach, FL",2018-10-26 22:00:00.000000,FL,Jacksonville Beach,"1333 3rd St N, Jacksonville Beach, FL",https://google.com/maps/dir/?api=1&destination=Biggie's%2BPizza%2C%2B1333%2B3rd%2BSt%2BN%2C%2BJacksonville%2BBeach%2C%2BFL%2C%2B32250,18466,1158,https://onebite.app/restaurant/biggies-pizza-jacksonville-beach-fl-e3bae08d,7.2,56.0
Amtrak,https://onebite.app/restaurant/amtrak-new-york-ny-7d6e9d33/review/9e7fb4fb-ec06-4b09-8a8d-e55bf1231b37,0.1,"New York, NY",2018-10-25 22:00:00.000000,NY,New York,"234 W 31st St, New York, NY",https://google.com/maps/dir/?api=1&destination=Amtrak%2C%2B234%2BW%2B31st%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10001,22338,1365,https://onebite.app/restaurant/amtrak-new-york-ny-7d6e9d33,0.5,2.0
Felcaro Pizzeria,https://onebite.app/restaurant/felcaro-pizzeria-boston-ma-7804eb53/review/0f5ccdbe-6b9f-4255-b9d6-b1a016c3c4e7,5.2,"Boston, MA",2018-10-24 22:00:00.000000,MA,Boston,"280 Cambridge St, Boston, MA",https://google.com/maps/dir/?api=1&destination=Felcaro%2BPizzeria%2C%2B280%2BCambridge%2BSt%2C%2BBoston%2C%2BMA%2C%2B02114,16236,871,https://onebite.app/restaurant/felcaro-pizzeria-boston-ma-7804eb53,6.0,16.0
Florina Pizzeria & Paninotec...,https://onebite.app/restaurant/florina-pizzeria-and-paninoteca-boston-ma-0a338eac/review/12b8dc90-d8a6-4c0b-a027-4e1cb95d2103,8.2,"Boston, MA",2018-10-23 22:00:00.000000,MA,Boston,"16 Derne St, Boston, MA",https://google.com/maps/dir/?api=1&destination=Florina%2BPizzeria%2B%26%2BPaninoteca%2C%2B16%2BDerne%2BSt%2C%2BBoston%2C%2BMA%2C%2B02114,20492,1162,https://onebite.app/restaurant/florina-pizzeria-and-paninoteca-boston-ma-0a338eac,7.8,71.0
Lombardi's Pizza,https://onebite.app/restaurant/lombardis-pizza-new-york-ny-dfa7d401/review/90230268-3c4c-4c21-b10f-c80ac54483aa,8.1,"New York, NY",2018-10-22 22:00:00.000000,NY,New York,"290 8th Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Lombardi's%2BPizza%2C%2B290%2B8th%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10001,16520,1598,https://onebite.app/restaurant/lombardis-pizza-new-york-ny-dfa7d401,7.8,45.0
Lucali,https://onebite.app/restaurant/lucali-brooklyn-ny-935522fd/review/f9e6c9ac-129d-4e6f-97ce-fdabdff85ddd,9.3,"Brooklyn, NY",2018-10-19 22:00:00.000000,NY,Brooklyn,"575 Henry St, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=Lucali%2C%2B575%2BHenry%2BSt%2C%2BBrooklyn%2C%2BNY%2C%2B11231,60341,1988,https://onebite.app/restaurant/lucali-brooklyn-ny-935522fd,9.1,199.0
Famous Ben's Pizza,https://onebite.app/restaurant/famous-bens-pizza-new-york-ny-b5777ba9/review/6ce5ccd2-4154-4149-8967-79eb14a13d3e,8.1,"New York, NY",2018-10-18 22:00:00.000000,NY,New York,"177 Spring St, New York, NY",https://google.com/maps/dir/?api=1&destination=Famous%2BBen's%2BPizza%2C%2B177%2BSpring%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10012,16003,1524,https://onebite.app/restaurant/famous-bens-pizza-new-york-ny-b5777ba9,7.7,83.0
Sal's Pizzeria,https://onebite.app/restaurant/sals-pizzeria-brooklyn-ny-030cd6b9/review/76c25ead-046d-43ec-9920-400a23a07357,6.7,"Brooklyn, NY",2018-10-17 22:19:00.000000,NY,Brooklyn,"544 Lorimer St, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=Sal's%2BPizzeria%2C%2B544%2BLorimer%2BSt%2C%2BBrooklyn%2C%2BNY%2C%2B11211,12649,1225,https://onebite.app/restaurant/sals-pizzeria-brooklyn-ny-030cd6b9,7.1,18.0
Neapolitan Express,https://onebite.app/restaurant/neapolitan-express-new-york-ny-ef436da9/review/4a840f91-857a-4e45-aeeb-d0b46854837a,7.2,"New York, NY",2018-10-16 22:00:00.000000,NY,New York,"512 7th Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Neapolitan%2BExpress%2C%2B512%2B7th%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10018,13822,1391,https://onebite.app/restaurant/neapolitan-express-new-york-ny-ef436da9,7.0,18.0
Pizza House,https://onebite.app/restaurant/pizza-house-ann-arbor-mi-7bba2157/review/eb8b0ded-223a-435c-839b-d641080c08f5,6.8,"Ann Arbor, MI",2018-10-15 22:00:00.000000,MI,Ann Arbor,"618 Church St, Ann Arbor, MI",https://google.com/maps/dir/?api=1&destination=Pizza%2BHouse%2C%2B618%2BChurch%2BSt%2C%2BAnn%2BArbor%2C%2BMI%2C%2B48104,17016,877,https://onebite.app/restaurant/pizza-house-ann-arbor-mi-7bba2157,6.9,27.0
Backroom Pizza,https://onebite.app/restaurant/backroom-pizza-ann-arbor-mi-8e1936f2/review/e21780c0-70f2-4906-b414-6af6d23cd6ca,1.2,"Ann Arbor, MI",2018-10-12 22:00:00.000000,MI,Ann Arbor,"605 Church St, Ann Arbor, MI",https://google.com/maps/dir/?api=1&destination=Backroom%2BPizza%2C%2B605%2BChurch%2BSt%2C%2BAnn%2BArbor%2C%2BMI%2C%2B48104,20809,942,https://onebite.app/restaurant/backroom-pizza-ann-arbor-mi-8e1936f2,4.9,8.0
Vesta Wood Fired,https://onebite.app/restaurant/vesta-wood-fired-east-rutherford-nj-61ca3d65/review/6983dcba-c973-46ab-aa36-667b2ff37781,7.2,"East Rutherford, NJ",2018-10-11 22:00:00.000000,NJ,East Rutherford,"64 Hoboken Rd, East Rutherford, NJ",https://google.com/maps/dir/?api=1&destination=Vesta%2BWood%2BFired%2C%2B64%2BHoboken%2BRd%2C%2BEast%2BRutherford%2C%2BNJ%2C%2B07073,18653,1091,https://onebite.app/restaurant/vesta-wood-fired-east-rutherford-nj-61ca3d65,6.7,14.0
Frankie Boy's Pizza,https://onebite.app/restaurant/frankie-boys-pizza-new-york-ny-b4333602/review/61e1437d-3cd9-44e1-a450-7975286ee9ec,4.8,"New York, NY",2018-10-10 22:14:00.000000,NY,New York,"1367 Broadway, New York, NY",https://google.com/maps/dir/?api=1&destination=Frankie%2BBoy's%2BPizza%2C%2B1367%2BBroadway%2C%2BNew%2BYork%2C%2BNY%2C%2B10018,13210,1266,https://onebite.app/restaurant/frankie-boys-pizza-new-york-ny-b4333602,6.3,43.0
Pazzo's Pizza Pub,https://onebite.app/restaurant/pazzos-pizza-pub-lexington-ky-87bf6b1d/review/3480644d-83e2-409c-a8a9-1be6a10a6135,6.5,"Lexington, KY",2018-10-09 22:00:00.000000,KY,Lexington,"385 S Limestone, Lexington, KY",https://google.com/maps/dir/?api=1&destination=Pazzo's%2BPizza%2BPub%2C%2B385%2BS%2BLimestone%2C%2BLexington%2C%2BKY%2C%2B40508,14841,956,https://onebite.app/restaurant/pazzos-pizza-pub-lexington-ky-87bf6b1d,7.0,14.0
PieTana,https://onebite.app/restaurant/pietana-lexington-ky-250836c7/review/ff54de84-aa5a-42c5-a0a2-df09f196452c,6.1,"Lexington, KY",2018-10-05 22:00:00.000000,KY,Lexington,"210 Rosemont Gdn, Lexington, KY",https://google.com/maps/dir/?api=1&destination=PieTana%2C%2B210%2BRosemont%2BGdn%2C%2BLexington%2C%2BKY%2C%2B40503,14448,928,https://onebite.app/restaurant/pietana-lexington-ky-250836c7,7.0,13.0
Pies & Pints - Lexington,https://onebite.app/restaurant/pies-and-pints-lexington-lexington-ky-fb2e87dc/review/429c81b6-40e7-464c-b98b-49622a8815c5,7.8,"Lexington, KY",2018-10-04 22:00:00.000000,KY,Lexington,"401 W Main St, Lexington, KY",https://google.com/maps/dir/?api=1&destination=Pies%2B%26%2BPints%2B-%2BLexington%2C%2B401%2BW%2BMain%2BSt%2C%2BLexington%2C%2BKY%2C%2B40507,17254,1031,https://onebite.app/restaurant/pies-and-pints-lexington-lexington-ky-fb2e87dc,7.9,62.0
Bravo Pizza,https://onebite.app/restaurant/bravo-pizza-new-york-ny-2ceb7201/review/0749437b-b1b4-47bc-9a28-9c8dc1c07668,4.2,"New York, NY",2018-10-03 22:00:00.000000,NY,New York,"257 Park Ave S, New York, NY",https://google.com/maps/dir/?api=1&destination=Bravo%2BPizza%2C%2B257%2BPark%2BAve%2BS%2C%2BNew%2BYork%2C%2BNY%2C%2B10010,12912,1185,https://onebite.app/restaurant/bravo-pizza-new-york-ny-2ceb7201,6.0,21.0
800 Degrees Woodfired Kitche...,https://onebite.app/restaurant/800-degrees-woodfired-kitchen-new-york-ny-57cb65bb/review/73803de0-b6d0-4fce-8854-9abd51732ad8,5.8,"New York, NY",2018-10-02 22:00:00.000000,NY,New York,"1 E 33rd St, New York, NY",https://google.com/maps/dir/?api=1&destination=800%2BDegrees%2BWoodfired%2BKitchen%2C%2B1%2BE%2B33rd%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10016,11007,1138,https://onebite.app/restaurant/800-degrees-woodfired-kitchen-new-york-ny-57cb65bb,7.9,6.0
1000 Degrees Neapolitan Pizz...,https://onebite.app/restaurant/1000-degrees-neapolitan-pizzeria-boston-ma-b173e1ee/review/9057f463-f7f5-480f-94c9-cc7b961677c1,6.8,"Boston, MA",2018-10-01 22:00:00.000000,MA,Boston,"45 Court St, Boston, MA",https://google.com/maps/dir/?api=1&destination=1000%2BDegrees%2BNeapolitan%2BPizzeria%2C%2B45%2BCourt%2BSt%2C%2BBoston%2C%2BMA%2C%2B02108,13997,840,https://onebite.app/restaurant/1000-degrees-neapolitan-pizzeria-boston-ma-b173e1ee,4.7,12.0
